id,type,data
704,1,"[[8152,0,0],[8153,0,0],[8154,0,0],[8155,0,0],[8156,0,0],[8157,0,0],[8158,0,0],[8159,0,0],[8160,0,0],[8161,0,0],[8162,0,0],[8163,0,0],[8164,0,0],[8165,0,0],[8166,0,0],[8167,0,0],[8168,0,0],[8169,0,0],[8170,0,0],[8171,0,0]]"
705,2,"[[8172,1,0],[8173,0,0],[8174,-1,0],[8175,0,0],[8176,0,0],[8177,0,0],[8178,0,0],[8179,0,0],[8180,0,0],[8181,0,0],[8182,0,0],[8183,0,0],[8184,0,1],[8185,0,0],[8186,0,0]]"
706,4,"[[8187,2,3],[8188,3,3]]"
707,1,"[[8189,0,0],[8190,0,0],[8191,0,0],[8192,0,0],[8193,0,0],[8194,0,0],[8195,0,0],[8196,0,0],[8197,0,0],[8198,0,0],[8199,0,0],[8200,0,0],[8201,0,0],[8202,0,0],[8203,0,0],[8204,0,0],[8205,0,0],[8206,0,0],[8207,0,0],[8208,0,0]]"
708,4,"[[8209,2,-5],[8210,1,-4]]"
709,1,"[[8211,0,0],[8212,0,0],[8213,0,0],[8214,0,0],[8215,0,0],[8216,0,0],[8217,0,0],[8218,0,0],[8219,-1,0],[8220,-1,0],[8221,0,0],[8222,0,0],[8223,0,0],[8224,0,0],[8225,0,0],[8226,0,0],[8227,0,0],[8228,0,0],[8229,0,0],[8230,0,0]]"
710,2,"[[8231,1,0],[8232,0,0],[8233,0,0],[8234,0,0],[8235,0,0],[8236,1,0],[8237,0,0],[8238,0,0],[8239,0,0],[8240,1,0],[8241,1,0],[8242,0,0],[8243,0,1],[8244,0,1],[8245,0,0]]"
711,4,"[[8246,2,-6],[8247,1,-4]]"
712,1,"[[8248,0,0],[8249,0,0],[8250,0,0],[8251,0,0],[8252,0,0],[8253,0,0],[8254,0,0],[8255,0,0],[8256,-1,0],[8257,-1,0],[8258,0,0],[8259,0,0],[8260,0,0],[8261,0,0],[8262,0,0],[8263,0,0],[8264,0,0],[8265,0,0],[8266,0,0],[8267,0,0]]"
713,2,"[[8268,1,0],[8269,0,0],[8270,0,0],[8271,0,0],[8272,0,0],[8273,1,0],[8274,0,0],[8275,0,0],[8276,0,0],[8277,1,0],[8278,1,0],[8279,0,0],[8280,0,1],[8281,0,1],[8282,0,0]]"
714,5,"[[8283,1,-8],[8284,2,-8]]"
715,5,"[[8285,2,-1],[8286,1,-1]]"
716,5,"[[8287,-1,-4],[8288,0,-4]]"
717,5,"[[8289,2,-1],[8290,1,-1]]"
718,5,"[[8291,4,3],[8292,8,3]]"
719,1,"[[8293,-3,-11],[8294,-4,-11],[8295,-3,-12],[8296,-2,-8],[8297,-3,-8],[8298,-5,-9],[8299,-4,-11],[8300,-1,-10],[8301,-3,-8],[8302,-3,-8],[8303,-5,-7],[8304,-3,-9],[8305,-3,-10],[8306,-2,-9],[8307,-3,-9],[8308,-1,-5],[8309,-3,-9],[8310,-3,-6],[8311,-2,-10],[8312,-2,-10]]"
720,2,"[[8313,0,-5],[8314,-4,-6],[8315,-3,-5],[8316,-4,-5],[8317,-3,-5],[8318,-2,-5],[8319,-4,-5],[8320,-1,-5],[8321,-2,-5],[8322,-1,-5],[8323,0,-7],[8324,-2,-5],[8325,0,-5],[8326,0,-5],[8327,-2,-5]]"
721,0,"[[0,-1,-7],[1,-1,-6],[2,-1,-5],[3,0,-7],[4,0,-5]]"
722,3,"[[601,-8,-3],[79,0,0],[602,-9,17],[603,-4,-10],[603,-4,-10],[604,11,7],[605,-2,-13],[605,-2,-19],[605,-2,-19],[606,-10,2],[606,-43,-6],[606,-48,-21],[607,20,-10],[607,15,-9],[610,14,0],[79,0,0],[611,-3,-10],[611,-6,-6],[79,0,0],[79,0,0],[605,2,-22],[605,-1,-21],[79,0,0],[79,0,0]]"
723,3,"[[617,-6,9],[79,0,0],[617,-4,11],[621,-2,-7],[621,-2,-6],[618,25,10],[617,-10,12],[617,-10,6],[617,-11,6],[617,1,1],[617,-34,-7],[617,-39,-22],[623,20,-5],[623,15,-4],[622,15,9],[79,0,0],[79,0,0],[79,0,0],[617,-7,3],[621,3,-4],[617,-7,3],[621,1,-5],[79,0,0],[79,0,0]]"
724,3,"[[625,-3,16],[626,25,11],[79,0,0],[627,-5,-8],[627,-5,-8],[79,0,0],[628,-11,11],[628,-11,4],[628,-11,5],[79,-4,1],[79,0,0],[79,0,0],[626,16,27],[629,-1,-12],[630,5,10],[79,0,0],[79,0,0],[79,0,0],[79,0,0],[79,0,0],[631,-9,7],[632,-7,-1],[79,0,0],[79,0,0]]"
725,3,"[[51,0,-9],[52,19,-7],[52,15,-7],[53,19,-7],[53,19,-7],[52,18,-7],[54,26,-6],[52,29,-8],[52,29,-7],[55,5,-5],[79,0,0],[79,0,0],[56,0,-4],[57,-1,-5],[58,5,3],[79,0,0],[59,1,-7],[59,-2,-7],[61,2,-5],[60,-1,-5],[61,2,-6],[60,-3,-6],[62,1,-6],[63,3,-5]]"
726,3,"[[64,5,16],[65,-4,5],[65,-3,6],[66,-1,-4],[66,-1,-4],[67,-3,-2],[68,-4,3],[68,-4,-3],[68,-4,-3],[65,2,-6],[69,-4,-5],[79,0,0],[70,19,-9],[71,5,-8],[72,16,14],[79,0,0],[73,5,6],[73,4,6],[73,-4,6],[74,0,0],[75,-1,-2],[76,1,-1],[77,0,-4],[78,-1,-4]]"
727,3,"[[2492,10,13],[2491,15,16],[2491,10,17],[2491,11,17],[2491,11,16],[2491,13,18],[2491,18,23],[2491,18,18],[2491,17,18],[2496,29,6],[79,0,0],[79,0,0],[2493,21,-4],[2494,9,-8],[2495,11,-8],[2491,-8,-7],[2491,7,14],[2491,7,14],[79,0,0],[79,0,0],[79,0,0],[79,0,0],[79,0,0],[79,0,0]]"
728,3,"[[2497,-6,10],[2498,24,10],[2498,20,11],[2499,-15,9],[2499,-15,9],[2498,25,10],[2500,0,3],[2500,0,-3],[2500,0,-3],[2498,27,5],[2501,-30,-2],[79,0,0],[2498,20,0],[2502,10,-4],[2503,14,7],[2501,-35,-18],[2497,-7,-1],[2497,-7,0],[79,0,0],[79,0,0],[79,0,0],[79,0,0],[79,0,0],[79,0,0]]"
729,0,"[[8328,-2,0],[8329,-2,0],[8330,-2,0],[8331,-2,0],[8332,-1,0]]"
730,0,"[[8333,0,0],[8334,0,0],[8335,0,0],[8335,0,0],[8336,0,0]]"
731,0,"[[8337,0,0],[8338,0,0],[8339,0,0],[8340,0,0],[8341,0,0]]"
732,0,"[[8342,0,0],[8342,0,0],[8342,0,0],[8342,0,0],[8343,0,0]]"
733,0,"[[8344,0,0],[8345,0,0],[8346,0,0],[8347,0,0],[8348,0,0]]"
734,0,"[[8349,-2,0],[8350,-2,0],[8351,-2,0],[8352,-2,0],[8353,-2,0]]"
735,0,"[[8354,1,0],[8355,1,0],[8356,1,0],[8356,1,0],[8357,1,0]]"
736,1,"[[8358,-5,-24],[8359,-9,-23],[8360,-6,-24],[8361,-8,-22],[8362,-6,-24],[8363,-10,-26],[8364,-6,-26],[8365,-5,-27],[8366,-7,-26],[8367,-7,-25],[8368,-4,-26],[8369,-5,-28],[8370,-6,-26],[8371,-5,-27],[8372,-7,-26],[8373,-6,-24],[8374,-11,-26],[8375,-9,-25],[8376,-7,-25],[8377,-4,-26]]"
737,2,"[[8378,-1,-10],[8379,-7,-10],[8380,-2,-12],[8381,-4,-11],[8382,-5,-13],[8383,-1,-12],[8384,-6,-12],[8385,-4,-12],[8386,-4,-12],[8387,-3,-12],[8388,-3,-11],[8389,-2,-12],[8390,-1,-12],[8391,-1,-14],[8392,-5,-12]]"
738,0,"[[0,-1,-19],[1,-2,-20],[2,-3,-20],[3,-1,-20],[4,1,-21]]"
739,3,"[[51,-3,-22],[52,19,-23],[52,15,-22],[53,22,-20],[53,22,-20],[52,19,-23],[54,30,-18],[52,29,-25],[52,31,-25],[55,5,-14],[79,0,0],[79,0,0],[56,0,-17],[57,-2,-22],[58,11,-13],[79,0,0],[59,-3,-19],[59,-1,-20],[61,-1,-21],[60,-6,-24],[61,-6,-22],[60,-9,-25],[62,0,-16],[63,1,-16]]"
740,3,"[[64,4,10],[65,-9,-3],[65,-6,-2],[66,-11,-16],[66,-6,-17],[67,-6,-11],[68,-7,-9],[68,-9,-15],[68,-10,-15],[65,-1,-13],[69,3,-16],[79,0,0],[70,16,-16],[71,4,-27],[72,21,-3],[79,0,0],[73,2,-6],[73,3,-7],[73,-8,-10],[74,-6,-19],[75,-10,-18],[76,-5,-19],[77,-3,-14],[78,-3,-16]]"
741,3,"[[2492,13,6],[2491,14,8],[2491,9,9],[2491,11,9],[2491,11,8],[2491,13,10],[2491,18,15],[2491,18,10],[2491,17,10],[2496,31,3],[79,0,0],[79,0,0],[2493,15,-6],[2494,7,-24],[2495,18,-24],[2491,-7,-16],[2491,7,6],[2491,7,6],[79,0,0],[79,0,0],[79,0,0],[79,0,0],[79,0,0],[79,0,0]]"
742,3,"[[2497,-4,1],[2498,26,7],[2498,23,6],[2499,-20,-2],[2499,-21,-3],[2498,28,9],[2500,-5,-9],[2500,-4,-15],[2500,-4,-15],[2498,29,0],[2501,-33,-16],[79,0,0],[2498,20,-14],[2502,11,-20],[2503,23,-8],[2501,-40,-35],[2497,-7,-6],[2497,-9,-8],[79,0,0],[79,0,0],[79,0,0],[79,0,0],[79,0,0],[79,0,0]]"
743,1,"[[8393,0,0],[8394,0,0],[8395,0,0],[8396,0,0],[8397,0,0],[8398,0,0],[8399,0,0],[8400,0,0],[8401,-1,0],[8402,-1,0],[8403,0,0],[8404,0,0],[8405,0,0],[8406,0,0],[8407,0,0],[8408,0,0],[8409,0,0],[8410,0,0],[8411,0,0],[8412,0,0]]"
744,1,"[[8413,0,0],[8414,0,0],[8415,0,0],[8416,0,0],[8417,0,0],[8418,0,0],[8419,0,0],[8420,0,0],[8421,-1,0],[8422,-1,0],[8423,0,0],[8424,0,0],[8425,0,0],[8426,0,0],[8427,0,0],[8428,0,0],[8429,0,0],[8430,0,0],[8431,0,0],[8432,0,0]]"
745,1,"[[8433,-5,-11],[8434,-4,-11],[8435,-3,-12],[8436,-2,-8],[8437,-3,-8],[8438,-5,-9],[8439,-4,-11],[8440,-1,-10],[8441,-2,-8],[8442,-2,-8],[8443,-4,-7],[8444,-3,-9],[8445,-3,-10],[8446,-2,-9],[8447,-3,-9],[8448,-1,-5],[8449,-3,-9],[8450,-3,-6],[8451,-2,-10],[8452,-2,-10]]"
746,2,"[[8453,1,-5],[8454,-2,-5],[8455,-1,-5],[8456,-2,-5],[8457,-2,-5],[8458,0,-5],[8459,-2,-5],[8460,-1,-5],[8461,0,-5],[8462,0,-5],[8463,-1,-5],[8464,-2,-6],[8465,-1,-4],[8466,-1,-7],[8467,0,-5]]"
747,0,"[[8468,0,0],[8469,0,0],[8470,0,0],[8471,0,0],[8472,0,0]]"
748,1,"[[8473,-3,-12],[8474,-4,-11],[8475,-3,-12],[8476,-2,-8],[8477,-3,-8],[8478,-5,-9],[8479,-4,-10],[8480,-1,-9],[8481,-3,-8],[8482,-3,-8],[8483,-4,-7],[8484,-3,-9],[8485,-3,-10],[8486,-2,-9],[8487,-3,-10],[8488,-1,-6],[8489,-3,-9],[8490,-3,-6],[8491,-2,-11],[8492,-2,-12]]"
749,2,"[[8493,1,-5],[8494,-3,-6],[8495,-3,-5],[8496,-4,-5],[8497,-3,-5],[8498,-2,-5],[8499,-4,-5],[8500,-1,-5],[8501,-1,-5],[8502,-1,-5],[8503,0,-7],[8504,-2,-5],[8505,0,-5],[8506,0,-5],[8507,-2,-5]]"
750,0,"[[8508,-1,0],[8509,-1,0],[8510,-1,0],[8510,-1,0],[8511,-1,0]]"
751,1,"[[8512,-4,-16],[8513,-4,-15],[8514,-3,-16],[8515,-2,-13],[8516,-3,-10],[8517,-5,-13],[8518,-4,-14],[8519,-1,-14],[8520,-4,-8],[8521,-4,-8],[8522,-8,-10],[8523,-3,-14],[8524,-6,-14],[8525,-5,-13],[8526,-3,-14],[8527,-1,-8],[8528,-3,-13],[8529,-3,-9],[8530,-2,-14],[8531,-2,-15]]"
752,2,"[[8532,1,-5],[8533,-1,-5],[8534,-1,-5],[8535,-2,-5],[8536,-1,-5],[8537,0,-5],[8538,-2,-5],[8539,-1,-5],[8540,0,-5],[8541,0,-5],[8542,-1,-5],[8543,-2,-6],[8544,-1,-4],[8545,-1,-7],[8546,0,-5]]"
753,4,"[[8547,4,2],[8548,4,2]]"
754,1,"[[8549,0,-5],[8550,0,-3],[8551,0,-4],[8552,0,-2],[8553,0,-4],[8554,0,-3],[8555,0,-5],[8556,0,-5],[8557,0,0],[8558,0,0],[8559,0,-1],[8560,0,-4],[8561,0,-4],[8562,0,-4],[8563,0,-4],[8564,0,0],[8565,0,-3],[8566,0,0],[8567,0,-4],[8568,0,-4]]"
755,2,"[[8569,1,0],[8570,0,0],[8571,0,0],[8572,0,0],[8573,0,0],[8574,0,0],[8575,0,0],[8576,0,0],[8577,1,0],[8578,2,0],[8579,0,0],[8580,0,0],[8581,0,1],[8582,0,0],[8583,0,0]]"
756,1,"[[8584,-3,-11],[8585,-4,-11],[8586,-3,-12],[8587,-2,-8],[8588,-3,-8],[8589,-5,-9],[8590,-4,-11],[8591,-1,-10],[8592,-3,-8],[8593,-3,-8],[8594,-5,-7],[8595,-3,-9],[8596,-3,-10],[8597,-2,-9],[8598,-3,-9],[8599,-1,-5],[8600,-3,-9],[8601,-3,-6],[8602,-2,-10],[8603,-2,-10]]"
757,3,"[[8604,23,-18],[8604,20,-17],[8604,16,-16],[8604,20,-19],[8604,20,-19],[8604,18,-15],[8604,29,-8],[8604,29,-14],[8604,29,-14],[8604,21,-27],[8604,1,-24],[8604,-5,-38],[8605,18,-4],[8605,13,-3],[8604,-3,-5],[8604,-4,-37],[8604,23,-17],[8604,22,-16],[8604,29,-13],[8604,22,-7],[8604,36,-13],[8604,29,-8],[8604,32,-24],[8604,29,-16]]"
758,4,"[[8606,2,1],[8607,2,1]]"
759,0,"[[8608,-2,-1],[8609,-2,-1],[8610,-2,-1],[8611,-2,-1],[8612,-3,-1]]"
760,1,"[[8613,-1,0],[8614,-1,-1],[8615,0,0],[8616,0,-3],[8617,-3,-2],[8618,0,0],[8619,0,0],[8620,0,0],[8621,0,0],[8622,0,0],[8623,0,0],[8624,0,0],[8625,0,0],[8626,0,0],[8627,0,0],[8628,-3,0],[8629,0,0],[8630,0,0],[8631,0,0],[8632,0,0]]"
761,2,"[[8633,0,0],[8634,0,0],[8635,-2,0],[8636,0,0],[8637,0,0],[8638,0,0],[8639,0,0],[8640,0,0],[8641,0,0],[8642,1,0],[8643,0,-2],[8644,0,0],[8645,0,1],[8646,0,0],[8647,-2,0]]"
762,0,"[[8648,-1,-4],[8648,-1,-4],[8648,-1,-4],[8648,-1,-4],[8649,-2,-4]]"
763,1,"[[8650,0,-10],[8651,0,-9],[8652,0,-10],[8653,0,-9],[8654,0,-9],[8655,0,-9],[8656,0,-10],[8657,0,-10],[8658,0,0],[8659,0,0],[8660,0,-6],[8661,0,-9],[8662,0,-9],[8663,0,-9],[8664,0,-10],[8665,0,-5],[8666,0,-9],[8667,0,-5],[8668,0,-10],[8669,0,-10]]"
764,2,"[[8670,2,0],[8671,12,0],[8672,1,-1],[8673,1,-1],[8674,9,-1],[8675,-1,-1],[8676,1,0],[8677,3,0],[8678,9,0],[8679,7,0],[8680,2,0],[8681,0,0],[8682,0,0],[8683,0,0],[8684,1,-1]]"
765,0,"[[8685,0,-2],[8686,0,-2],[8687,0,-2],[8688,0,-2],[8689,-1,-2]]"
766,1,"[[8690,0,0],[8691,0,0],[8692,0,0],[8693,0,0],[8694,0,0],[8695,0,0],[8696,0,0],[8697,0,0],[8698,0,0],[8699,0,0],[8700,0,0],[8701,0,0],[8702,0,0],[8703,0,0],[8704,0,0],[8705,0,0],[8706,0,0],[8707,0,0],[8708,0,0],[8709,0,0]]"
767,2,"[[8710,1,0],[8711,12,-1],[8712,0,-1],[8713,2,0],[8714,7,0],[8715,0,-1],[8716,0,0],[8717,1,0],[8718,1,0],[8719,1,0],[8720,2,0],[8721,0,0],[8722,0,1],[8723,0,0],[8724,0,0]]"
768,0,"[[8725,-3,0],[8726,-3,0],[8727,-3,0],[8728,-3,0],[8729,-3,0]]"
769,0,"[[8730,0,0],[8731,0,0],[8732,0,0],[8733,0,0],[8734,0,0]]"
770,0,"[[8735,0,0],[8736,0,0],[8737,0,0],[8738,0,0],[8739,0,0]]"
771,5,"[[8740,0,-4],[8741,0,-4]]"
772,5,"[[8742,0,-3],[8743,1,-3]]"
773,5,"[[8744,0,-5],[8745,-2,-6]]"
774,5,"[[8746,-9,-7],[8747,-9,-8]]"
775,5,"[[8748,0,-3],[8749,0,-3]]"
776,5,"[[8750,1,-2],[8751,2,-2]]"
777,5,"[[8752,1,-3],[8753,1,-3]]"
778,1,"[[8754,-12,-42],[8755,-13,-38],[8756,-10,-42],[8757,-19,-39],[8758,-18,-44],[8759,-19,-40],[8760,-18,-40],[8761,-16,-45],[8762,-7,-41],[8763,-8,-44],[8764,-11,-39],[8765,-28,-41],[8766,-11,-49],[8767,-14,-49],[8768,-21,-46],[8769,-18,-38],[8770,-25,-45],[8771,-26,-41],[8772,-19,-47],[8773,-19,-45]]"
779,2,"[[8774,-5,-16],[8775,-14,-14],[8776,-5,-18],[8777,-7,-15],[8778,-13,-16],[8779,-5,-18],[8780,-8,-15],[8781,-11,-15],[8782,-10,-14],[8783,-13,-14],[8784,-2,-15],[8785,-4,-18],[8786,-1,-16],[8787,-2,-21],[8788,-10,-14]]"
780,0,"[[8789,-13,-39],[8790,-15,-37],[8791,-12,-34],[8792,-18,-35],[8793,-9,-39]]"
781,1,"[[8794,-10,-24],[8795,-14,-22],[8796,-6,-23],[8797,-13,-22],[8798,-14,-26],[8799,-8,-24],[8800,-15,-24],[8801,-10,-22],[8802,-6,-33],[8803,-6,-36],[8804,-8,-26],[8805,-14,-25],[8806,-8,-23],[8807,-13,-26],[8808,-9,-25],[8809,-11,-27],[8810,-14,-27],[8811,-16,-26],[8812,-13,-24],[8813,-15,-22]]"
782,2,"[[8814,-10,-13],[8815,-13,-11],[8816,-7,-11],[8817,-8,-14],[8818,-10,-12],[8819,-4,-14],[8820,-8,-16],[8821,-6,-13],[8822,-9,-13],[8823,-11,-13],[8824,-11,-15],[8825,-12,-19],[8826,-15,-15],[8827,-9,-23],[8828,-8,-15]]"
783,0,"[[8829,-7,-30],[8830,-9,-27],[8831,-10,-30],[8832,-9,-31],[8833,-7,-27]]"
784,1,"[[8841,-20,-33],[8842,-13,-33],[8843,-19,-33],[8844,-26,-33],[8845,-21,-40],[8846,-21,-36],[8847,-24,-37],[8848,-15,-39],[8849,-22,-31],[8850,-25,-32],[8851,-20,-33],[8852,-25,-34],[8853,-20,-38],[8854,-20,-37],[8855,-10,-35],[8856,-11,-31],[8857,-31,-39],[8858,-27,-34],[8859,-8,-38],[8860,-14,-37]]"
785,2,"[[8861,-17,-4],[8862,-16,-7],[8863,-20,-5],[8864,-17,-6],[8865,-17,-6],[8866,-9,-7],[8867,-16,-10],[8868,-16,-7],[8869,-19,-7],[8870,-15,-7],[8871,-11,-15],[8872,-6,-16],[8873,-9,-14],[8874,-3,-20],[8875,-13,-12]]"
786,0,"[[8876,-14,-34],[8877,-14,-36],[8878,-16,-37],[8879,-15,-37],[8880,0,-38]]"
787,0,"[[8881,-10,-46],[8882,-8,-44],[8883,-10,-45],[8884,-7,-47],[8885,-5,-39]]"
788,1,"[[8886,-8,-32],[8887,-11,-27],[8888,-6,-28],[8889,-14,-28],[8890,-12,-29],[8891,-13,-29],[8892,-14,-29],[8893,-14,-27],[8894,-5,-34],[8895,-3,-35],[8896,-9,-27],[8897,-15,-28],[8898,-6,-30],[8899,-9,-28],[8900,-14,-35],[8901,-9,-29],[8902,-12,-32],[8903,-10,-28],[8904,-12,-36],[8905,-10,-35]]"
789,2,"[[8906,-7,-15],[8907,-16,-14],[8908,-6,-15],[8909,-8,-17],[8910,-12,-15],[8911,-4,-16],[8912,-6,-17],[8913,-8,-14],[8914,-12,-15],[8915,-14,-15],[8916,-12,-20],[8917,-16,-22],[8918,-17,-19],[8919,-10,-25],[8920,-9,-16]]"
790,0,"[[8921,-12,-42],[8922,-13,-40],[8923,-15,-40],[8924,-11,-38],[8925,-14,-40]]"
791,1,"[[8926,-16,-41],[8927,-20,-36],[8928,-17,-38],[8929,-22,-33],[8930,-22,-37],[8931,-18,-37],[8932,-17,-37],[8933,-12,-37],[8934,-6,-50],[8935,-6,-48],[8936,-8,-32],[8937,-14,-34],[8938,-13,-38],[8939,-13,-38],[8940,-23,-41],[8941,-15,-39],[8942,-18,-38],[8943,-18,-34],[8944,-16,-40],[8945,-16,-39]]"
792,2,"[[8946,-8,-19],[8947,-16,-17],[8948,-6,-20],[8949,-11,-21],[8950,-13,-21],[8951,-3,-20],[8952,-13,-22],[8953,-12,-19],[8954,-15,-19],[8955,-14,-19],[8956,-14,-24],[8957,-15,-24],[8958,-16,-20],[8959,-11,-31],[8960,-11,-21]]"
793,0,"[[8961,-3,-8],[8962,-4,-8],[8963,-6,-9],[8964,-4,-8],[8965,-4,-7]]"
794,1,"[[8966,-9,-66],[8967,-11,-62],[8968,-6,-65],[8969,-17,-65],[8970,-15,-68],[8971,-17,-65],[8972,-15,-67],[8973,-17,-66],[8974,-6,-53],[8975,-3,-50],[8976,-5,-61],[8977,-20,-66],[8978,-10,-72],[8979,-8,-73],[8980,-17,-67],[8981,-16,-62],[8982,-16,-66],[8983,-16,-62],[8984,-14,-66],[8985,-17,-68]]"
795,2,"[[8986,-8,-25],[8987,-16,-25],[8988,-11,-26],[8989,-14,-27],[8990,-15,-27],[8991,-11,-26],[8992,-17,-28],[8993,-13,-25],[8994,-15,-25],[8995,-16,-25],[8996,-15,-29],[8997,-16,-30],[8998,-15,-31],[8999,-8,-34],[9000,-14,-27]]"
796,3,"[[9001,-21,-38],[9002,-17,-25],[9003,-25,-6],[9004,-29,-52],[9004,-29,-52],[9005,27,-35],[9006,-7,-44],[9006,-7,-49],[9006,-7,-49],[79,4,-26],[79,0,0],[79,0,0],[9007,22,-11],[9008,-33,-40],[9009,8,-48],[79,5,-15],[79,0,0],[79,0,0],[9011,-14,-29],[9012,-22,-23],[9010,-18,-52],[9010,-21,-57],[79,-17,-11],[79,-16,-7]]"
797,0,"[[9013,1,0],[9014,1,0],[9015,1,0],[9016,1,0],[9017,1,0]]"
798,1,"[[9018,-3,-28],[9019,-4,-27],[9020,-3,-28],[9021,-2,-24],[9022,-3,-26],[9023,-5,-27],[9024,-4,-28],[9025,-1,-26],[9026,-2,-13],[9027,-2,-12],[9028,-3,-23],[9029,-3,-26],[9030,-4,-27],[9031,-3,-26],[9032,-3,-27],[9033,-1,-22],[9034,-3,-27],[9035,-3,-23],[9036,-2,-28],[9037,-2,-28]]"
799,1,"[[9038,-3,-28],[9039,-4,-27],[9040,-3,-28],[9041,-2,-24],[9042,-3,-26],[9043,-5,-27],[9044,-4,-28],[9045,-1,-26],[9046,-2,-13],[9047,-2,-12],[9048,-3,-23],[9049,-3,-26],[9050,-4,-27],[9051,-3,-26],[9052,-3,-27],[9053,-1,-22],[9054,-3,-27],[9055,-3,-23],[9056,-2,-28],[9057,-2,-28]]"
800,2,"[[9058,0,-5],[9059,-5,-7],[9060,-3,-5],[9061,-5,-5],[9062,-2,-5],[9063,-2,-5],[9064,-5,-5],[9065,-2,-5],[9066,-2,-5],[9067,-3,-5],[9068,0,-7],[9069,-2,-5],[9070,0,-5],[9071,0,-5],[9072,-3,-5]]"
801,1,"[[9073,-3,-28],[9074,-4,-27],[9075,-3,-28],[9076,-2,-24],[9077,-3,-26],[9078,-5,-27],[9079,-4,-28],[9080,-1,-26],[9081,-2,-13],[9082,-2,-12],[9083,-3,-23],[9084,-3,-26],[9085,-4,-27],[9086,-3,-26],[9087,-3,-27],[9088,-1,-22],[9089,-3,-27],[9090,-3,-23],[9091,-2,-28],[9092,-2,-28]]"
802,1,"[[9093,-3,-28],[9094,-4,-27],[9095,-3,-28],[9096,-2,-24],[9097,-3,-26],[9098,-5,-27],[9099,-4,-28],[9100,-1,-26],[9101,-2,-13],[9102,-2,-12],[9103,-3,-23],[9104,-3,-26],[9105,-4,-27],[9106,-3,-26],[9107,-3,-27],[9108,-1,-22],[9109,-3,-27],[9110,-3,-23],[9111,-2,-28],[9112,-2,-28]]"
803,3,"[[9113,-1,-1],[9114,20,-1],[9114,16,-1],[9115,20,-1],[9115,20,-1],[9114,19,-1],[9116,26,-2],[9114,27,-1],[9114,27,-1],[9117,-1,5],[79,0,0],[79,0,0],[9118,-2,3],[9119,0,2],[9120,5,8],[79,0,0],[9121,-1,-1],[9121,-1,-1],[9123,5,-2],[9122,0,-2],[9123,5,-2],[9122,0,-2],[9124,2,0],[9125,2,-1]]"
804,3,"[[9126,10,14],[9127,15,17],[9127,10,18],[9127,11,18],[9127,11,17],[9127,13,19],[9127,18,24],[9127,18,19],[9127,17,19],[9128,21,11],[9129,5,13],[9129,-1,-1],[9130,12,6],[9131,7,1],[9132,-1,0],[9129,-1,-1],[9127,7,15],[9127,7,15],[9127,21,19],[9127,12,24],[9127,24,20],[9127,16,25],[9127,22,8],[9127,17,16]]"
805,3,"[[9133,-7,12],[9134,27,8],[9134,22,13],[9137,-1,-3],[9137,-1,-3],[9136,21,7],[9137,5,8],[9133,-8,8],[9133,-8,8],[9133,-2,-1],[9133,-31,-3],[9133,-39,-17],[9138,9,6],[9138,4,6],[9139,13,11],[79,0,0],[79,0,0],[79,0,0],[9133,-4,6],[9137,4,1],[9140,-5,8],[9137,3,0],[79,0,0],[79,0,0]]"
806,3,"[[9141,1,21],[9142,-5,1],[9142,-5,3],[9143,0,-2],[9143,0,-2],[9144,-5,0],[9145,-3,6],[9145,-3,0],[9145,-3,0],[9142,0,-8],[9146,-1,-1],[79,0,0],[9147,17,-5],[9148,6,-4],[9149,13,18],[79,0,0],[9150,0,11],[9150,0,10],[9150,-6,10],[9151,-4,1],[9152,-5,1],[9153,-4,2],[9154,-2,1],[9155,-2,0]]"
807,4,"[[9156,-1,-5],[9157,-2,-5]]"
808,1,"[[9158,-9,-5],[9159,0,-5],[9160,0,-6],[9161,-1,-4],[9162,0,-4],[9163,-2,-5],[9164,0,-6],[9165,0,-5],[9166,-4,0],[9167,-4,0],[9168,-2,-2],[9169,0,-5],[9170,-7,-6],[9171,-6,-6],[9172,0,-5],[9173,0,0],[9174,0,-5],[9175,-1,-1],[9176,0,-5],[9177,0,-5]]"
809,2,"[[9178,0,0],[9179,0,0],[9180,0,0],[9181,0,0],[9182,0,0],[9183,0,0],[9184,-1,0],[9185,0,0],[9186,0,0],[9187,0,0],[9188,0,-1],[9189,0,0],[9190,0,0],[9191,0,0],[9192,-2,0]]"
810,1,"[[9193,-1,-7],[9194,0,-6],[9195,0,-7],[9196,0,-4],[9197,0,-5],[9198,0,-6],[9199,0,-8],[9200,0,-8],[9201,0,0],[9202,0,0],[9203,0,-5],[9204,0,-8],[9205,-1,-7],[9206,0,-7],[9207,0,-8],[9208,0,-3],[9209,0,-6],[9210,0,-2],[9211,0,-6],[9212,0,-6]]"
811,2,"[[9213,1,0],[9214,0,0],[9215,-1,0],[9216,0,0],[9217,0,0],[9218,0,0],[9219,0,0],[9220,1,0],[9221,1,0],[9222,2,0],[9223,1,-1],[9224,0,0],[9225,0,1],[9226,0,0],[9227,0,0]]"
812,4,"[[9228,1,1],[9229,2,2]]"
